carID,price
15676,3195
13404,13295
13559,35995
12262,12444
13917,19000
16736,18698
14074,11995
14269,19499
16946,9995
16451,24500
17210,25995
14949,47498
17696,3499
15735,21995
12021,41632
12527,48990
18466,13999
13123,19991
12409,64980
13657,10995
15340,7785
15488,1995
14283,16438
16547,52490
12700,7750
14539,9498
14534,3195
17820,57970
17048,20000
12061,5899
16193,3999
13097,9422
14914,26980
18115,7298
17082,38572
19001,9000
17077,20498
12395,4430
19035,23750
12809,64990
12725,36498
16628,25990
18866,19950
12814,14000
13405,29995
12317,10000
13474,13795
16623,20100
15468,8489
15328,18500
19234,34930
18639,49999
16518,9599
16179,37790
12535,51000
12813,19099
15355,27500
13711,13495
18293,25490
19473,25490
14786,20590
13507,40999
16369,34995
13844,61948
18743,38975
16741,44995
15747,23999
12588,8298
16632,16798
19540,19748
18402,15490
12952,10495
17772,15490
13685,28622
19029,12498
13899,24995
12377,30900
17577,34490
12966,14498
19605,7995
12760,20995
14285,16495
15149,12495
15573,12000
15392,21999
14807,52999
13232,18350
17243,21498
12519,9491
18701,16500
14425,52422
15887,27750
16556,35400
16412,33850
18872,20000
12987,26490
13564,18588
15743,28965
13247,14990
17842,19300
17604,27995
12935,69948
13296,63999
12164,47980
18739,43898
12489,10498
19418,4990
18649,30999
14041,21700
18225,5495
15024,55890
18621,26990
13540,17000
17763,14998
16245,13998
15159,35995
16441,35000
13949,17990
13246,16995
18246,30495
15087,19500
18675,34995
18645,24499
12718,19999
17599,15998
16982,9795
13128,17950
17110,39799
16637,25945
18316,38990
17503,9750
17705,18998
12613,8991
14979,8750
14289,45550
14363,12000
12394,19750
18492,18990
17296,26995
13533,15975
15913,32280
19316,69995
13784,26995
15829,51540
12969,15000
13613,19999
15040,15362
13680,26490
12455,45400
17512,13440
18563,17250
18534,16950
19284,139948
14142,8495
16382,30990
18594,15490
17765,10499
12644,11292
19504,38995
13196,12995
13380,32397
15115,35845
15918,21998
14007,27990
17783,14485
19356,4591
12875,67600
18158,10775
13451,15000
15956,28995
19202,72500
15919,9995
19000,12245
13648,15998
14838,16700
14959,16295
18543,5990
18818,5290
18946,54990
14353,16991
19081,34980
14845,12500
17391,7995
15881,18495
17492,13480
15771,20749
18423,20998
12625,43990
13977,1490
17227,9499
19248,18995
14460,69990
12022,10590
18357,41980
13030,17650
16456,6499
13941,21499
18155,21400
15121,40000
17489,1990
19574,25500
13511,37995
15557,20498
16173,10998
13080,9990
12175,52995
16934,20995
16528,18999
12835,21502
17477,15998
19587,39950
15090,13000
15841,20950
17017,14495
19095,2350
13870,22999
14271,15000
15026,26500
13363,28900
15319,41962
12369,27300
18334,58500
14678,10495
16296,41945
17300,39500
14881,63990
12398,9980
13436,29197
13874,47980
16760,39999
14148,69950
19413,23498
13748,12750
13111,22295
12302,52850
18861,9126
18186,11495
15140,27498
13410,43899
16986,23970
18801,20000
18373,28490
13529,40000
16745,8999
14209,17485
13429,18495
13864,46000
19399,33990
13568,25995
16228,9975
15554,14899
17676,9680
15054,32249
17019,13500
15937,8000
14125,15870
19109,19495
14621,28495
19126,19990
12464,20899
12502,11998
14227,29491
12820,47995
12249,23999
13891,15498
13018,3295
16315,11295
14329,32900
16045,9295
17054,18400
18852,10995
12106,32000
13239,9999
16364,14980
13187,6995
19470,14199
19130,29941
13576,39995
17591,19689
13399,6451
12251,79991
17784,15995
18718,17495
13849,15995
19516,25999
17084,10498
12532,17489
18280,16700
12572,12770
16620,54975
19015,14980
17815,35850
16739,26000
15192,26498
14746,28990
15984,22450
13054,15985
15553,5495
15902,14900
12358,16250
18510,42248
14869,16980
17752,11990
14774,64789
15459,59950
16054,12210
15370,19000
14595,50850
18605,48642
15432,51000
16428,28000
19458,36990
12664,18670
17548,23999
19246,23780
18399,11100
14947,8595
15596,20099
19041,29495
19359,34999
19396,8998
19252,9588
17786,17650
16685,54995
19617,34000
12607,22890
13455,22990
17359,7998
19118,19500
18430,9191
17569,6940
16473,23980
17922,24495
16039,20498
16088,44491
17451,46532
19226,5499
13292,12495
18222,14499
16051,11500
17974,34979
17796,10995
18101,35995
17729,12998
17086,21995
17261,10850
17437,26899
14340,35850
15900,6995
13318,12295
17682,17680
18781,32599
19120,12990
14490,39980
13139,10799
12393,6750
12905,15000
14860,27500
17121,20498
15945,24995
15016,19995
14705,66988
12983,40480
15034,34000
16807,60000
19097,5998
18322,23256
12924,93499
13485,23999
16553,39990
13466,49995
18365,33990
15837,14694
18364,67699
19463,13875
18910,15998
12828,28500
16850,70995
14739,9499
13605,25165
18047,48790
12587,5990
15334,46220
14258,5200
18346,7298
19188,18600
14390,28990
17770,11700
15874,25499
18562,33498
18289,23498
16183,46002
14751,17000
16020,7995
17260,10800
13394,10998
16868,8899
13971,52990
12844,33998
18304,20000
14673,11495
12135,24695
12177,14990
13026,44888
16931,21795
17438,39500
17384,6500
18375,17500
13211,14000
12638,10185
16041,9781
19071,10277
13127,47480
16047,15995
13725,5192
13740,6695
12011,25995
14486,14302
14689,5113
15813,55156
16618,15240
17650,17250
17643,14000
12499,50395
12132,23990
13492,17950
16744,19900
12414,11598
15352,22260
14662,11999
15433,41530
15705,17995
17835,43785
12244,17991
17678,43990
17554,32990
15191,49000
15033,56000
13608,36490
14867,15698
18547,16500
14014,17900
16142,25640
13356,16499
13723,20625
14342,11495
18569,25000
13737,14299
17547,20000
12335,42995
17593,11995
18426,17000
16851,32570
19364,54561
14392,18480
15504,54991
19273,11549
12906,6500
18145,41986
12140,16500
16979,21769
16805,10990
12628,9795
13037,15999
12296,6645
18990,33450
17855,18999
18519,13998
16755,13795
14171,31000
17812,58700
15013,18595
17965,4498
15395,14495
17226,56995
16728,9280
14663,2495
17337,21948
15953,11600
14826,53995
17462,31500
17775,17999
14606,8000
14918,34990
14923,20990
13065,21770
15783,17498
16171,9698
16668,23999
15822,18995
13461,8498
19221,13998
19106,5000
14894,18495
15758,57752
19191,10998
19608,17999
19160,19995
13294,11485
15217,137995
16909,18994
17286,16000
18913,27981
16019,34490
15111,21000
18281,30298
18405,25000
18088,9495
18452,38990
15190,38999
16565,20700
13411,44980
16729,13950
12010,27998
13310,46980
17098,15490
13979,21995
12253,47999
12297,30999
14389,8000
13175,14600
16894,32998
18229,15990
18892,23997
16616,30500
19082,11995
15952,16280
17130,15395
15819,25495
12719,11503
18414,18595
19482,47995
18893,17998
12586,49995
16007,10499
16722,67109
16640,31870
15185,19798
19465,39900
14669,13998
14312,34495
14429,33991
12654,25650
16108,7999
18473,37980
14794,29280
17623,16250
13993,22798
19213,18450
12537,18000
12578,19495
12624,8991
13357,25590
12956,33999
13686,5950
13902,9495
12108,59990
16677,52995
18868,33490
15331,14995
13229,10000
18665,44898
19220,21400
17708,20999
13061,19998
17479,33950
17550,9695
18840,6975
18619,32550
18673,3495
13887,33990
13807,33500
18559,22250
17194,28995
15177,43950
17497,58995
12006,14000
15845,7891
13799,10899
17685,19000
14922,20995
14626,10950
17926,17995
12143,9698
12524,47899
12682,19770
14397,15000
14517,15289
16164,14274
16474,9628
13876,10730
17616,18750
17217,25500
16964,5495
19545,18999
14225,16980
13846,55485
14769,54500
18778,12750
13661,29990
19378,13200
14066,24000
15924,14988
12275,16480
18734,24900
12286,16600
14831,6826
16875,29900
17089,27825
13302,22950
14000,137500
19527,55980
15154,8490
18380,18990
16638,30990
14335,10495
16799,54999
14266,19998
15238,9490
13982,31990
15458,18500
14146,26490
15721,11999
14750,59995
16738,46995
13342,16640
16420,56450
13307,9790
12163,27998
16374,13330
17362,15990
12637,10698
15472,24000
18390,44500
15796,20000
18099,49995
17409,5695
12120,19995
16247,23700
19034,14995
14432,63950
14679,19795
15917,9797
13871,24899
13761,13998
12879,19998
18805,39999
13532,19499
17229,7995
13372,12990
18689,13998
15882,25000
14131,43990
12901,9250
18349,41376
19345,16995
19128,10998
18061,9999
16943,12991
19012,13437
16672,39999
14953,13000
18002,19700
18702,13999
19481,35694
13974,18790
12236,1990
16865,49800
13390,16500
16956,9998
17555,18999
17119,8340
17157,6700
15816,21200
17773,15598
14765,10500
13261,11495
12606,49990
15421,17400
12800,38489
17854,4999
12200,17999
19379,14995
18676,8750
15358,7599
14641,16995
15786,14400
12078,20480
12272,18500
13264,18000
16400,29990
17800,13791
12441,32800
17402,104590
18959,28999
17645,17000
13572,15117
13999,9965
15977,19965
16749,7699
15442,47400
14272,17500
15164,16498
16014,54550
17326,17995
14050,23740
15772,25000
17557,13496
12914,39500
19032,31113
17488,40399
14754,8495
16357,10500
16829,35995
17050,32980
12118,16995
13506,32495
18752,63099
13706,11490
15797,18990
16550,8495
19115,30000
15113,15995
12643,9950
16169,8500
13571,22475
15108,32490
13520,45995
15613,17599
19205,13990
14544,42888
14032,20999
17312,15998
13545,4290
15682,27995
13467,19199
12194,27990
15713,54990
19404,16299
13881,15690
16032,18990
13237,12400
19210,27998
16484,5980
19024,8495
16958,48990
13656,54490
12454,11995
17619,41990
13060,4995
12215,7970
18460,27599
14793,10600
18187,19500
18954,46480
13376,5000
16470,10000
18812,25950
18856,45000
15567,59973
18270,20490
15947,43499
14580,12995
14231,13995
16678,19498
15344,850
13243,25995
14200,2975
14871,61854
15158,45636
18192,21999
12693,42000
14249,16299
16549,17299
13107,48000
19061,24000
15730,14728
18069,46895
15723,12990
18583,12995
14917,32290
12577,56996
18406,10700
17136,50390
18794,2195
12845,18894
16511,12000
13213,13990
15647,11645
14247,12998
13990,3491
17177,9065
14369,36500
18591,23498
12278,31995
14561,23650
16175,36390
18746,1200
13996,18979
14484,15990
13659,26995
18161,24999
16704,14985
14620,13990
17009,39990
16286,14591
12089,34950
18732,59991
12543,19990
17376,5995
12110,13590
13821,27990
15486,8311
15821,3990
16771,4500
18303,20800
13704,38995
14783,1954
18338,20699
15293,9000
19033,37970
12098,4490
14511,14500
13450,9295
18333,20495
18271,8490
18434,29490
13334,32450
19040,9791
14655,18795
19069,27998
19155,41495
15791,5999
15246,8990
16578,7795
19337,28944
15363,2295
15895,10998
17734,12850
17979,23995
16285,27990
14772,15995
17947,9798
13459,7994
13826,44990
18637,36495
17169,28995
18440,38950
12121,25499
17520,20595
19489,33490
18457,13887
12758,6975
12161,20990
16457,21980
12929,15601
19280,48896
15604,17999
17988,17995
19339,23990
17583,19999
18699,48499
14990,17990
12125,28995
16089,13498
13819,21501
17208,29990
16818,8298
18499,16499
17908,54999
13911,2995
16967,39990
12834,25820
16146,15998
14239,53750
15916,20799
13475,10290
12593,31895
16248,15795
15537,14498
15268,26880
13948,8590
15223,11355
12913,10990
16852,46995
17818,16750
16735,11700
18206,16990
13117,48998
18660,21900
17452,24480
12197,8495
19125,17999
14015,20000
12445,12490
16961,23995
12699,7195
13965,18990
13499,23750
19496,9995
13075,6995
17480,58940
13029,1550
15254,24498
12461,11498
17790,8995
13021,3950
17688,28995
13154,46000
13217,11985
18453,34990
19311,33998
15402,33870
17720,11000
17403,16990
13502,15965
19031,16700
13715,9450
15435,8995
18679,3990
14659,18450
14362,52950
16558,10990
14558,20000
18068,8250
12934,11485
19321,7885
14263,6499
19303,8998
13322,16500
18156,16750
14569,17732
18992,13400
13494,33000
19093,23552
13415,42989
15180,25000
14613,39999
18666,31198
13137,10500
12282,28975
18424,19998
17441,26191
19241,7930
12413,3000
17112,16999
12799,59900
12688,7190
17821,13988
12440,14499
17841,17699
12568,5595
17887,17998
19610,37495
15390,27995
15273,21998
18352,55890
14977,32995
13632,18990
17840,7298
15060,15500
13025,24500
18715,64400
16128,12490
14045,25990
15187,18999
14062,25200
14499,12298
12214,10500
14733,67109
18877,83995
16823,14400
13482,13495
17697,19500
13483,5975
12900,9500
12953,28500
14824,32500
14975,12650
12707,19723
12068,29999
18896,16990
17502,10200
16765,15995
14315,18700
17579,17500
16592,7985
18063,35995
17361,19990
15865,28490
18909,23950
17625,9990
13325,20999
12883,12751
14563,13495
17670,18299
14584,14698
17106,9398
17722,19480
19225,16500
12077,36450
16153,9950
17198,19995
12634,42999
18659,9891
12242,47995
15810,41499
19056,57991
16115,4990
14683,13200
19369,6580
19145,12995
14385,20491
18226,49950
19233,27700
15071,56000
17626,15499
15279,22099
15068,18545
15729,18490
14969,37495
13516,34269
13132,5990
19268,11176
14405,29998
17032,20699
14132,4290
15074,24500
13739,26500
16990,7985
17917,4775
14024,17150
14252,29950
13176,11390
17178,8773
15118,16000
13886,47480
19176,8690
14492,23980
15812,22995
12195,15490
19047,15750
16603,18500
14491,43500
15555,4990
15426,26990
12483,17995
15728,23998
12922,22950
13038,14998
12846,26998
12816,8690
15601,3895
14578,29995
16111,22250
19395,1695
18589,22670
17096,13798
17861,39263
19098,38500
13095,29730
18557,67990
19059,17480
12308,19999
13254,16000
13961,42450
18003,20950
13271,14995
16688,9995
13056,9690
19278,5399
19209,26995
14040,8199
19042,38950
17673,17495
12824,42900
12205,27989
15580,19498
16083,7627
12808,24500
12484,14980
19570,7000
13205,1995
19629,21333
18124,32000
19320,16999
19203,5490
14320,12990
17513,23500
18121,18999
16870,16000
18599,18498
18238,26950
18804,38500
17880,42999
12783,13798
15695,14990
17499,24990
18140,20200
17897,38500
12661,20750
12739,16199
15685,6990
16391,7790
17421,2999
15724,7340
16143,46000
13162,21750
18708,14086
13779,16500
18914,3995
15255,20000
18592,26990
19227,17979
14290,21950
16686,12991
12165,19995
16576,24622
12592,20000
16781,76990
15245,13800
13491,38990
15637,8690
13560,6999
18508,4500
14053,19995
13005,40532
17665,33991
16930,11995
14603,15393
12416,10895
12030,11498
14284,32990
17382,14840
19604,3495
12724,45990
13616,19500
13567,15000
13638,7777
17088,23999
14541,19303
12188,32489
16937,61795
18113,21469
14559,58900
18309,20390
13942,20499
15658,29350
17373,31680
13538,34490
19025,16990
16137,53995
12921,10399
14790,40990
12650,5990
17304,48750
18131,60849
17885,30000
17750,12999
18023,61990
15139,21498
18416,32950
15794,7495
16367,9795
18081,20890
18294,8999
17706,9480
18536,24310
16866,25990
13641,19300
16075,10000
14047,20995
12491,5500
18771,28990
12730,28980
14223,39990
15643,28995
17413,33995
18600,32000
12113,25498
12053,20248
17827,4490
16281,48482
13067,8495
16131,6450
17268,3950
15215,24000
18459,12699
12240,12240
13888,7999
16689,4995
12293,7495
17345,5495
16515,18990
13946,22998
14380,50388
12269,35495
13801,9999
16621,14990
12408,10800
16874,28990
13637,19289
17428,15995
15474,8000
17935,13999
12009,49991
12667,14000
19542,16990
14324,32000
17396,16130
13131,32990
17713,24895
19334,29999
13141,64999
18590,7599
17531,5995
17952,20431
19575,27498
16276,16850
16491,47990
18149,21495
13203,7970
16666,33900
18408,5295
14117,32980
13094,17400
18786,9491
16194,39995
14075,15700
19142,9998
15577,15299
19207,12950
19089,8495
13818,10998
15049,11000
17987,20000
14795,22000
18784,26990
18891,57995
14461,24989
18939,14995
15678,16995
19039,16499
19114,15985
18751,15299
14753,9490
15914,10800
18885,10495
17024,32149
14520,29998
19344,28950
17282,20353
14989,20000
14593,22490
12202,22500
14376,32990
14202,8199
14378,18950
18871,10500
18035,3750
13053,12200
18125,8940
19159,13991
18111,9995
17431,4199
18277,55450
19326,39792
12806,18950
15564,58988
19525,18499
18501,43999
16634,25498
13803,17495
18284,11240
19140,22750
12674,11000
12281,23950
15802,16291
13259,13798
15635,22000
17052,24395
12885,15498
14213,20891
19119,21485
15525,20499
12837,22000
16132,40990
17933,14990
17022,37999
18209,17490
17131,29000
12752,2095
16271,18700
15503,14799
15980,17980
12550,9995
13548,7298
16716,36999
15143,24998
13852,16930
13233,33990
12345,65990
14963,12998
15133,31498
16178,13995
16708,73890
13510,43991
15897,13200
18107,40495
17072,9795
15456,19995
12656,59995
12137,3950
17629,45450
15997,28000
13323,19990
14336,4800
16636,39985
12090,15800
18742,72430
12080,25450
12092,9301
17241,34890
16809,22990
19070,47000
19502,10995
13609,2491
14086,44500
14550,28999
13369,19290
12910,15995
19231,3850
18596,24250
13157,13700
17951,24998
16402,13995
12764,8100
12315,36995
13091,26394
18203,36900
14115,19298
14702,8995
16419,46500
13469,41970
18332,26995
16117,19495
16387,15498
14108,28995
12055,25780
16013,12947
12753,8993
13092,38000
17011,14500
15265,32500
12749,27490
15498,20500
15876,31990
18241,4990
12571,22788
19305,19998
19129,76990
13317,25000
16114,10080
13068,34221
14250,38985
13923,12495
14810,13957
16651,42888
13008,60995
17662,28500
16155,7495
12963,10695
17613,11998
19323,26587
13646,7700
16998,37900
13252,9495
18223,20950
15398,10490
19224,19875
19074,32950
18521,20870
15903,34995
16058,41000
13528,29995
12967,8800
12112,7999
13658,12500
18616,59949
19585,3990
15770,18765
13970,125000
17698,38861
13121,10595
17059,16495
12462,9295
18758,17519
16720,10199
13583,11495
14627,20550
16341,9470
16787,69890
12385,79989
14540,21998
15672,24990
18154,17991
12627,33682
12689,19000
15052,11995
14597,10857
14438,19995
17811,11499
18027,8290
12003,22500
12723,26950
13630,34980
16239,12495
13868,11990
19556,7790
16056,66990
14119,39700
18044,18980
18387,19990
19026,25491
18017,46000
16861,67990
17671,34800
13772,59995
13924,53000
16256,36895
19216,33500
17857,29267
15686,20000
12830,17995
12490,11995
14013,23480
18274,7699
15142,19431
15317,18495
15178,15739
18604,13995
18358,17750
17884,20400
17025,47488
13931,19290
14261,22445
12920,19499
19484,13599
13070,13990
19477,54399
13285,17102
13138,25999
14764,5495
16468,19689
16454,13495
17963,7449
18573,11495
14232,8000
19101,15999
18491,8198
17063,24450
16562,19400
13490,33699
14909,32493
16650,20440
13166,12600
14884,17495
16514,13500
13708,22490
18633,22995
12731,60998
16205,7950
17083,17298
17956,8995
12933,19995
16124,11995
18311,11490
18627,13998
12503,19298
15754,58332
17180,24000
13758,17990
13084,22495
18103,33500
18638,47980
17632,36441
18415,20295
17350,23700
18487,18550
13997,12295
14868,52000
18207,11498
18490,5791
14763,46990
17420,8999
13913,14495
18022,57526
17398,11690
13113,22498
15993,12000
17474,37591
12285,7250
19162,35495
16337,45000
19627,14999
13120,12350
17120,26102
14175,18850
14926,11995
12610,17650
15899,15490
18150,42275
15197,13985
12663,17375
15642,34000
17779,44699
19508,5495
12840,51991
14903,22000
18444,94990
18147,14995
18836,79900
14207,29995
15405,11998
13786,16989
14634,15990
18269,14033
16140,11094
14365,20498
17294,24904
16238,7990
13835,11998
12635,109990
14825,16000
16258,10500
16003,19390
13554,6440
19258,13794
16262,12360
15296,11699
19022,51862
12849,27399
18299,56290
13340,17495
16730,10500
14890,29300
15651,44090
13569,58999
16234,12970
17692,18495
18005,17995
13417,4490
17710,18499
15030,7250
19104,22991
15092,37999
18846,15499
17878,21000
17561,18245
14036,37000
17368,16998
12558,17650
12732,13552
18940,12000
15638,6950
14598,4990
16221,8500
12420,27950
18470,25599
15244,16999
19381,8295
16820,19990
15391,28086
14828,14999
19390,45699
14912,29994
18518,17799
16028,14000
14279,24699
19304,19776
16190,78490
12926,9498
17912,4599
13589,25499
13027,6599
14554,11750
16872,23195
19294,17995
17044,20990
19372,12498
14027,15990
19428,9995
19173,38995
16587,29997
13867,18690
15740,31995
18366,7695
13612,25000
14339,7190
15764,8498
13549,12000
14205,29980
13873,26995
15716,14990
17254,25900
14299,26290
18994,8099
19107,8277
14821,18495
19520,46990
18855,7950
17528,16990
15303,27990
16718,19950
15495,13498
17600,54995
18623,36999
19352,26990
19371,18995
13210,20950
16854,32895
19507,57991
15501,25498
19421,30990
15379,27100
14355,7695
19406,14995
14217,19995
17659,7750
16554,32000
12629,10000
16903,13795
16664,16990
14023,16798
16970,10329
19513,17499
18261,4998
15756,11080
13908,20498
18479,44631
16278,34995
14537,2995
13836,39995
16913,11500
18686,15990
15706,18780
12350,17750
17278,44935
12714,42888
18139,48200
14820,30699
17152,14995
14270,10000
18787,8480
17408,18860
14030,13695
16715,23990
18266,24999
15741,14250
17071,47990
12977,12660
15043,26886
19193,17498
15585,11499
15485,48950
13452,34499
15107,35488
18757,33000
15839,10444
16282,17998
19564,17399
13182,26990
17259,19975
14771,11800
15484,95099
19474,17499
18344,8490
15696,19940
14768,19750
18260,9950
19438,15999
18643,16994
15045,34490
13671,15285
12423,23690
15418,18999
15896,38980
19178,7760
17539,33450
13276,17980
14152,15500
12525,14995
18962,8090
15749,9998
13860,4250
14607,11695
13904,37980
18528,7999
18032,13199
13204,10498
14256,46952
19325,25990
14238,18990
15125,44995
17975,19395
17904,20691
17378,32495
14457,6500
13341,44995
17439,27499
19166,16950
16050,19980
15377,14995
16904,54899
12351,27400
15492,7250
19064,11991
13542,21990
13365,25000
16401,25500
13100,31041
14721,39995
18042,46495
18251,72000
17999,20990
18218,20498
18986,19691
19194,6000
13149,45000
12243,7999
19461,77880
15349,19290
16816,17000
13574,8406
17584,53000
15905,12995
12942,35750
17433,8995
16995,22500
12765,16950
13679,12999
16532,7280
18828,26430
16469,33998
15524,25491
19078,19498
12086,41980
12781,19799
18227,14871
15044,24995
16985,33500
15260,25999
14891,9700
16845,5420
15533,17490
14157,72000
16123,18980
16609,45395
14707,32449
18036,7995
18830,8470
19158,19997
14162,21995
12050,12990
14594,10499
17493,13993
13550,27990
18469,19998
14236,19980
18112,12800
15849,79950
17715,69995
16015,12495
19051,33979
15051,5500
19014,15990
17846,31498
17725,59990
14842,12500
16581,14000
18753,28995
17277,31490
15408,31350
13766,43499
18018,19000
16600,15300
14755,12791
15669,16895
12494,38949
16096,9691
16577,14995
18853,18992
14021,32000
17494,33495
17201,47599
18104,26880
16784,28690
14109,16957
18656,9440
13202,14499
14910,20391
15666,15000
13219,26990
15373,7240
18505,22490
12701,12500
15252,46999
14403,19990
15397,51995
17248,11925
14901,33993
16695,13498
12227,35980
13728,4500
15773,26995
13839,22498
15965,15199
12383,48940
15382,12490
12067,8490
17869,25000
17283,27000
14738,17995
16710,1990
17070,13495
14759,36990
15712,8990
15239,17490
13615,23950
19050,6650
12344,48000
15528,64999
18816,36980
12868,12000
12387,10995
15128,43890
17866,17495
14840,18749
17381,32134
19407,19000
16812,9991
13395,14900
13780,55995
19274,19480
19442,21500
19230,47898
15469,8990
12374,5690
16800,22450
18318,16500
16945,15998
19271,57899
17155,10000
13963,37995
18724,9995
18465,18000
14994,8998
12025,45699
18901,29980
18966,62995
18895,41730
15152,19998
12319,23990
17225,50995
13346,30449
18055,38949
17464,14900
14609,8990
18386,14298
14364,12230
17507,20866
16548,49488
16822,37700
14049,17995
17232,8599
15540,22991
19621,8798
15359,19710
17003,10907
14379,12931
16355,8991
13732,45500
16025,8298
16079,26499
16758,20999
14878,11795
18745,99950
16876,11100
18567,20695
16195,63888
12124,27999
18949,42890
16723,25990
15419,18000
19624,16400
15780,8991
16766,9000
15207,26990
13439,41980
16261,16450
14158,40995
14310,36995
19200,35998
18857,9000
13586,36399
12658,7999
15610,8700
13938,16000
19324,31950
12352,35695
15628,44490
17102,36000
16890,72990
13883,16998
18817,58000
18544,33992
14185,22499
15381,3334
13960,5990
16712,31995
17405,6498
14297,19313
18077,24913
17807,9390
18558,18789
14931,66990
15234,17999
12396,56499
13777,41990
13599,14950
17233,33980
12223,20627
15394,10499
15011,37000
14051,1995
15209,12999
15532,7890
19044,51990
16102,16991
14308,9960
13484,18700
12458,35990
12968,21900
18776,21400
18770,45475
15283,18499
13539,11495
12782,55292
17196,22990
13373,29450
17236,16498
17209,53980
13500,36995
14611,49980
14904,13290
17224,49999
