Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
66423,967.2900000000001,351.14128851827434,241.17653892514997,1.4559512715590148,0.726812266629345,67104,290.8133254855143,0.7549955670735866,0.989851573676681,0.8921029072688843,0.8281946185043392,0.005286441270618224,0.0015341675456913646,0.6859063261195482,0.9986461876841285,BARBUNYA
75720,1097.6319999999998,390.07556930263314,248.12210372297332,1.5721113252294117,0.7716171238082912,77033,310.49911163696834,0.7038482989403235,0.9829553567951398,0.7897814875347685,0.7959973299329423,0.005151552684926481,0.0012757464023337962,0.6336117492603732,0.996108206810651,BARBUNYA
80219,1123.513,394.2657353612329,261.41405999974984,1.508204016882681,0.7485837288507599,81677,319.5903675630885,0.7957128970182713,0.982149197448486,0.7986029386660815,0.8105963539293477,0.0049148672429378685,0.001308911061735181,0.6570664490035525,0.9909902577459972,BARBUNYA
70518,1045.719,371.09996845348724,243.2863132985028,1.5253631140283757,0.7551243327415881,71865,299.6436320291726,0.8072115384615385,0.9812565226466291,0.81036346491583,0.807447204261159,0.005262485726388826,0.0013798352461136365,0.6519709876691621,0.9944924960071888,BARBUNYA
86044,1181.857,437.0365511360738,251.26702906928332,1.7393310724248152,0.8182000201626922,87370,330.9903675142108,0.6955748492344506,0.9848231658464004,0.7741062822549395,0.757351682951468,0.005079221690484796,0.0010307831502347786,0.573581571669421,0.997648250174885,BARBUNYA
73215,1134.8940000000002,375.22658821750633,249.6687149850338,1.502897903087293,0.7465037627153273,74746,305.31988678725946,0.7762486879631888,0.9795172985845396,0.7143307254270324,0.8136947017471899,0.0051249960830090325,0.0013858596593351673,0.6620990676514483,0.9950673004094137,BARBUNYA
71016,1068.4879999999998,379.49878677677606,239.198683968092,1.5865421183813846,0.7763503857085862,72219,300.69981627681835,0.7335378513216201,0.9833423337348897,0.7816759908249168,0.7923604152486847,0.005343849087202547,0.0012993466509429216,0.6278350276530682,0.996086714766734,BARBUNYA
47883,873.536,327.998649304693,186.52012715831674,1.7585161145975976,0.822571799028362,48753,246.91401159220143,0.7584464543107409,0.9821549443111193,0.7885506623042658,0.7527897206760497,0.006850002073902909,0.0013569541901814785,0.5666923635555251,0.9965376533317911,BARBUNYA
67658,1068.8239999999998,366.2396262553266,236.35783707507395,1.5495133598595188,0.7638752673699294,69020,293.5044141366389,0.7620517210308163,0.9802665893943785,0.7442461992370771,0.8013999389897264,0.0054131015734329505,0.0013772829122733535,0.6422418622127372,0.9951623457596925,BARBUNYA
63278,1028.0369999999998,358.98107188166136,226.09999546032228,1.5877093281262717,0.7767263547722381,64508,283.84511958416977,0.7677319162359564,0.9809325975072859,0.7523936420462983,0.7906966183379711,0.00567307866686149,0.0013678488013425746,0.6252011422511031,0.9926376855072764,BARBUNYA
61254,961.2389999999999,347.3497103719354,224.9855621210032,1.5438755584908221,0.7618779606423037,62242,279.2687148128262,0.7867096492467346,0.984126474085023,0.8330701095121756,0.803998697778647,0.0056706453516821,0.0014616171524850763,0.64641390602976,0.9979826301879297,BARBUNYA
80378,1110.875,412.6331940119445,248.60897646074474,1.6597678808154344,0.7981234977129691,81448,319.9069366655292,0.7118325849960591,0.9868627836165406,0.8184962110946745,0.7752816334409317,0.005133658389260052,0.001144049224195267,0.6010616111508392,0.997622756579339,BARBUNYA
66371,1046.92,371.4274243149216,228.27101279079793,1.627133553988834,0.7888562914435292,68131,290.6994699403793,0.7151662087172027,0.9741674127783241,0.7609589549252235,0.7826548362080673,0.005596230647646134,0.001295258530084052,0.6125485926398767,0.9966983685329811,BARBUNYA
83127,1093.874,410.1196952785108,259.05152893767166,1.583158752084364,0.7752548313712535,83960,325.33149806804727,0.6951406136323725,0.9900786088613626,0.873006287876935,0.793259874649804,0.004933652065857192,0.0012050643239790934,0.6292612287294228,0.9962204216103466,BARBUNYA
73927,1082.44,397.72274422595854,237.13051036021307,1.6772314267860253,0.8028206179929096,74724,306.8008797634654,0.8038863878558535,0.9893340827578824,0.7928760169592711,0.7713938521684401,0.005379938915767697,0.001175064756317192,0.5950484751632654,0.9980340030049325,BARBUNYA
60075,937.1,350.75123417832003,218.61233632969487,1.6044439214507231,0.782007593803005,60993,276.56801270205654,0.7717060387683533,0.9849490925188137,0.8596699927950503,0.7885018946546339,0.00583855570833658,0.0013921824540107529,0.6217352378739474,0.9975393231585743,BARBUNYA
69354,1088.9950000000001,373.50013943592563,237.30933746083502,1.5738956731846558,0.7722110353952817,70740,297.16031933211144,0.7584645669291339,0.9804071246819338,0.7349023001160631,0.7956096610322407,0.0053854159736413994,0.0013310648324670548,0.6329947327278372,0.9962676709890207,BARBUNYA
52104,906.358,316.91511091959944,209.60409120023368,1.5119700627257895,0.7500432737318803,53108,257.56722081600543,0.7741130326261366,0.9810951269111998,0.7970423253489775,0.8127325329127318,0.006082356650537376,0.0016369756636624004,0.660534170054745,0.9987078905302001,BARBUNYA
50978,881.559,323.1062346274964,201.10068850986005,1.6066888533385324,0.7827008844646873,51805,254.76892571801042,0.7089139201780003,0.9840362899334041,0.8243087119009262,0.78849894683007,0.0063381504693690695,0.001511286414547388,0.6217305891521298,0.9989276073703255,BARBUNYA
56248,925.453,330.3764438426203,218.05101876852532,1.5151336861825688,0.7512587758585844,57157,267.61385971631483,0.8252952828112391,0.9840964361320573,0.8252930992865404,0.8100270606574985,0.005873567839614214,0.0015598393156584039,0.6561438389974267,0.9941456334461533,BARBUNYA
77921,1121.69,403.2322685627261,246.45010181519814,1.6361619069855036,0.7914866480486509,79249,314.9795208665297,0.6961272166882566,0.9832426907595049,0.7782492041586941,0.7811366932245702,0.00517488569914049,0.001188471249268765,0.6101745335018163,0.9983443283283218,BARBUNYA
68978,1054.8129999999999,373.1035189600218,236.81888213186002,1.575480449875103,0.7727364485769592,70161,296.3537030589327,0.8235982424300315,0.9831387808041504,0.7790575033925733,0.7942935083672773,0.005409021991939775,0.0013280748807237095,0.630902177434398,0.9939740463315275,BARBUNYA
82346,1149.477,388.13529255010667,270.99415876882017,1.4322644233863997,0.7159075391353081,83842,323.7996040003164,0.7705970428598166,0.9821569141957491,0.7831623488709739,0.8342441674729055,0.004713468687612108,0.0014082932740763358,0.6959633309625614,0.9968035189191709,BARBUNYA
70574,1055.918,383.8421793353649,235.49608790372727,1.6299301731597458,0.7896766836516673,71425,299.7625854407774,0.7141310397166709,0.9880854042702135,0.795415794735713,0.7809526976942085,0.005438861044228255,0.0012479197091985659,0.6098871160358619,0.9940734126482303,BARBUNYA
63780,1001.8199999999998,362.6544311113011,224.48143573031717,1.615520811025903,0.7853945867814142,64748,284.968802087542,0.7936389428102135,0.9850497312658306,0.7985736644498249,0.7857860752295154,0.005686021183933853,0.0013372282722907828,0.6174597560246058,0.9975190858287273,BARBUNYA
61387,960.4549999999999,318.9882421910172,245.26035717240444,1.3006106892635165,0.6394056320730452,62237,279.57173664849853,0.8037893468810559,0.9863425293635618,0.8362424895200959,0.8764327322167718,0.005196348448222216,0.0018912649917803193,0.7681343341009559,0.9990437257220164,BARBUNYA
76328,1162.0379999999998,415.4142706519158,235.17206745796034,1.7664269194137003,0.8243265759625729,78024,311.74320837918106,0.7927052176802925,0.9782630985337845,0.7103184354719844,0.7504393334633348,0.005442488610364686,0.0010647303843282507,0.5631591932088942,0.9947795587994918,BARBUNYA
61076,957.031,333.49377039649266,234.1825071978911,1.4240763513334522,0.7119703375375439,61989,278.8626515585133,0.7441033138401559,0.9852715804416913,0.8379699390717759,0.836185489243088,0.005460307983438546,0.0016466731687446079,0.6992061724207026,0.9957229748507026,BARBUNYA
75051,1077.3410000000001,370.1735995018452,258.93625354427195,1.429593556077903,0.714633072042666,76431,309.1244103462531,0.7921535100218485,0.9819444989598461,0.8125684792500463,0.8350795701321002,0.0049322940334152136,0.0014795858093553855,0.6973578884520134,0.9969383436110912,BARBUNYA
71898,1074.336,369.30247789126736,249.12998373024251,1.4823686509414595,0.7381871054197353,73105,302.56136036739514,0.750940006684492,0.9834895014020929,0.7827920677184894,0.8192779049169483,0.005136477758647909,0.0014274803702174772,0.671216285485104,0.9949899796044912,BARBUNYA
80609,1116.2479999999998,416.61291732673266,247.14052227956668,1.6857329323576402,0.8050449767862112,81672,320.36630044615606,0.8224568921538619,0.9869845234596925,0.8129653020988282,0.7689783180556202,0.0051683176484850655,0.0011147701711093905,0.5913276536396507,0.9968204995541314,BARBUNYA
56567,915.89,326.4419563494079,220.98322725789006,1.4772250382987042,0.7360336689856805,57388,268.3716477704639,0.7230765297644156,0.9856938732836134,0.8473959348574552,0.8221113816730459,0.005770890383958985,0.0016260924414539502,0.6758671238763647,0.998407837953098,BARBUNYA
60874,921.145,310.3337608079893,250.96937247247033,1.2365403704471183,0.5882104116142256,61578,278.4011207703882,0.8203821999407024,0.9885673454805287,0.9015414641757759,0.8971022683627434,0.005097968932680443,0.0020367830234940595,0.8047924799015798,0.9951583912305545,BARBUNYA
72059,1082.571,366.42191037298295,251.0428057877501,1.4595993269880148,0.728430665339729,73183,302.899931254649,0.7357463753318358,0.9846412418184551,0.7726544619680388,0.8266425196744525,0.005085026303070858,0.0014646839650302532,0.6833378553337275,0.997399473750542,BARBUNYA
68823,1054.403,368.62933543605516,239.06428286603543,1.5419674198785445,0.7611957981626472,70191,296.0205485896344,0.7051536885245901,0.9805103218361328,0.7779115108198037,0.8030303617574789,0.005356193938596911,0.0013739278271306195,0.6448577619043474,0.9943496593122992,BARBUNYA
79893,1115.52,410.7433013680588,248.93385480478932,1.650009805577302,0.7954212138337909,81400,318.94031878633086,0.7683940215823186,0.9814864864864865,0.8067962503998293,0.7764954844644804,0.005141167578737296,0.00115291492399515,0.6029452373937281,0.9948655539257855,BARBUNYA
70249,1056.843,378.12648303934196,237.30592184936017,1.5934135991742064,0.7785493024312593,71505,299.0715713305102,0.7062330350859556,0.9824347947695965,0.7903674751023281,0.7909299791080581,0.005382660009955188,0.0012993581069048203,0.6255702318518731,0.996792114671336,BARBUNYA
79508,1120.3509999999999,410.4717739532301,248.30645901441383,1.6530853671003494,0.7962790820860058,80728,318.17091275414117,0.7068885806749884,0.984887523535824,0.7959989242222778,0.7751346936473983,0.005162647456271446,0.0011496375334578985,0.6008337932958462,0.9932295517567591,BARBUNYA
73021,1081.3419999999999,378.71053941453596,246.23347176389888,1.5380140510615177,0.7597724068884034,74208,304.9151108031649,0.7093480731681254,0.9840044200086244,0.7847503119853415,0.8051402827989567,0.005186323652299147,0.0013443910154218549,0.6482508749855839,0.9970189543407513,BARBUNYA
66291,1048.4099999999999,371.47924099172127,227.64889271840985,1.63180780963087,0.7902246509027969,67835,290.52422043616036,0.7665471785383904,0.9772388884793985,0.7578829292457162,0.7820739044813407,0.0056037658353580615,0.001293156007832452,0.611639592070689,0.9980782630203898,BARBUNYA
60045,974.654,343.5508409554795,223.52384313283048,1.536976262310067,0.7593964900976679,61177,276.4989483951482,0.7281712345379578,0.981496313974206,0.7943022160722645,0.8048268711150659,0.0057215561821214005,0.00148082521654628,0.6477462924688671,0.9955706755240028,BARBUNYA
70236,1079.405,362.85658249628506,248.41654489273122,1.4606780021554933,0.7289061960192301,71461,299.0438975535513,0.7215533182658722,0.9828577825667147,0.7575316512029441,0.8241379982588931,0.005166247828695897,0.001470126656697726,0.6792034401741756,0.9920975240507527,BARBUNYA
65707,1000.6529999999999,361.11582248314465,233.20335911889367,1.5485018048090704,0.763518891857622,66803,289.2416822761086,0.8199947585828207,0.9835935511878209,0.8246212070354058,0.8009665161919322,0.005495850099428442,0.0013953144308641507,0.6415473600606406,0.9934372449243967,BARBUNYA
68605,1034.797,369.54092413776397,236.67849669268762,1.5613624782212048,0.7679863013619505,69789,295.5513474280837,0.7093375518264627,0.9830345756494576,0.8051101665508297,0.7997797486643262,0.005386501335730107,0.0013594653632895586,0.6396476463735727,0.9987218343302025,BARBUNYA
70483,1068.7250000000001,371.4852201367336,242.91510708780618,1.5292800212810698,0.7565788428133997,71947,299.56926216080393,0.7910106054654621,0.9796516880481465,0.77546519011924,0.8064096387214024,0.005270564818988034,0.0013748640681716547,0.6502965054227826,0.9944854536519584,BARBUNYA
73944,1067.612,369.35489097095194,255.97155709530875,1.4429528622722168,0.7209151557662747,75339,306.8361531760833,0.7187961738859943,0.9814836937044559,0.8152408080775007,0.8307353190030305,0.00499506235760781,0.001467477249868307,0.6901211702390669,0.9958123179111134,BARBUNYA
71243,1053.6519999999998,348.7025741267655,260.98072706815157,1.3361238511520683,0.663209716775453,72741,301.1800207277488,0.7614034712722298,0.9794063870444454,0.8064132804810312,0.8637160809092834,0.004894552084089181,0.0016802609681038276,0.7460054684212919,0.9967556994475592,BARBUNYA
69013,1050.088,373.4753857915928,236.54975997892254,1.5788449154413469,0.7738454820694156,70370,296.42887966729523,0.7377518841199423,0.9807162142958648,0.7864830721510305,0.7937039251971182,0.005411667161137653,0.0013247836298721336,0.6299659208733125,0.994618491072155,BARBUNYA
70066,1042.4940000000001,374.28319440528264,239.14903718954523,1.5650625183518196,0.769246514328196,71094,298.68177370139927,0.7235233374638579,0.9855402706276197,0.8101586262693451,0.7980101115039101,0.0053418661605526595,0.0013363073050701862,0.6368201380624833,0.9966633290132236,BARBUNYA
68389,1030.293,344.67791544848046,253.65376497090708,1.358851959039573,0.6770735661057851,69587,295.0857150471588,0.7920068558987365,0.9827841407159383,0.8096076797417866,0.8561201684860071,0.00503996133074735,0.0016701130909212649,0.7329417428885096,0.9959593231859301,BARBUNYA
69053,1142.711,400.11905663299274,221.0364114104555,1.8101952256634686,0.8335615441336542,70386,296.5147724525663,0.6678756576911173,0.9810615747449777,0.6645376620098078,0.7410663589676086,0.005794376155025744,0.0010779902742790361,0.5491793483935086,0.994121834494904,BARBUNYA
43122,838.1859999999999,296.4045889406183,185.65759983727045,1.5965120156698027,0.7795295358424137,44074,234.31738230031013,0.731985537505729,0.978399963697418,0.7713082096994188,0.7905322354751171,0.006873628053907942,0.0016559382042704515,0.6249412153252859,0.9977261593541082,BARBUNYA
71970,1065.618,379.3781848304275,241.86721775785398,1.5685390866415099,0.7704206374187704,73218,302.71281775734184,0.7429084602997647,0.9829550110628534,0.7964495497206925,0.7979183565671992,0.005271337846747637,0.0013180577523975788,0.6366737037469001,0.9986475897638301,BARBUNYA
56235,1023.117,321.7252343163063,223.76959593144184,1.4377522244571417,0.7184969242244174,57765,267.5829325614432,0.746971468041018,0.9735133731498312,0.6750966636066105,0.8317126044840092,0.005721085343937162,0.0016886954060477222,0.6917458564575739,0.9945591438808876,BARBUNYA
67848,1001.425,388.5368326295351,222.97815673608892,1.7424883150747232,0.8189310355071858,68623,293.9162408428485,0.800566371681416,0.988706410387188,0.8501783786703605,0.7564694416580419,0.005726577535513724,0.0011567525453475215,0.5722460161624295,0.9971319965110949,BARBUNYA
73658,1085.1419999999998,387.6075044697439,242.33685060330265,1.5994575464061158,0.7804549925015108,74965,306.24218910219184,0.7986165322230896,0.9825651970919762,0.7860617076665206,0.7900832299961228,0.005262259421512177,0.0012648627183101451,0.624231510321106,0.9984317998875804,BARBUNYA
76522,1051.538,380.1616879836261,257.70024229611346,1.4752088884215984,0.7351816948940185,77430,312.1391299440429,0.7308272687334059,0.9882732790907917,0.8696534678141216,0.8210694023367421,0.004968005122495833,0.001392775986844177,0.6741549634536149,0.9945193942603104,BARBUNYA
79328,1104.444,391.25363092088054,260.39706146471667,1.502527058946457,0.7463573515004471,80574,317.8105514370959,0.8122459427635284,0.984535954526274,0.817238783633204,0.8122878008545912,0.004932100026735586,0.001324498169179728,0.6598114714171879,0.9913845896076017,BARBUNYA
65618,973.3790000000001,349.7425879433205,239.9523772100708,1.4575500022537045,0.7275234559863475,66416,289.04572725856355,0.8129893943899297,0.9879848229342327,0.8702998495166683,0.8264527604668108,0.005329979395033687,0.0015338307185410501,0.6830241652832117,0.99554187364788,BARBUNYA
64184,971.191,345.94848818970604,236.65053009418793,1.4618538485927628,0.7294230137411564,65308,285.8699126163537,0.7436019231883219,0.9827892448092117,0.8551205529783117,0.8263366436785602,0.0053899490245186655,0.0015502169031951583,0.6828322486859476,0.998200950684803,BARBUNYA
47668,846.1279999999999,300.10715214168147,202.88116112300486,1.4792263139687447,0.7368749465018954,48450,246.35905223562565,0.8147540423204458,0.983859649122807,0.8366901588466644,0.8209036355098889,0.006295778135052477,0.0017635910808270236,0.6738827787933526,0.9968251389215059,BARBUNYA
79828,1120.981,352.0899634473451,289.49974648948586,1.2162012841698029,0.5691520154046741,81337,318.81054935042306,0.7303234069804675,0.9814475576920713,0.7983045589730712,0.9054803670883423,0.004410607348891931,0.001828918329482289,0.8198946951824394,0.9971569811648919,BARBUNYA
76753,1090.653,385.1193098170703,254.34945261933228,1.5141346122472394,0.7508759549949979,78292,312.60990831555216,0.7122851627751587,0.9803428191897001,0.8108341412200504,0.8117222386590801,0.005017645040807138,0.0013437221483760702,0.6588929927337087,0.9976526860652772,BARBUNYA
62215,998.572,354.26707504206814,224.3706120294257,1.5789370623796615,0.7738757346016121,63401,281.4508807513278,0.7651392168437623,0.9812936704468384,0.7840544083313457,0.7944596057025801,0.005694238930194779,0.0013992738903666094,0.631166065093099,0.996571492691828,BARBUNYA
52836,932.617,321.661219914091,209.46032816206795,1.5356665519267625,0.7589207205258703,53871,259.3701690357375,0.7157894736842105,0.9807874366542295,0.7633665756837573,0.8063457854975798,0.0060879177059976345,0.0015875734138685908,0.6501935257897092,0.9984804498345872,BARBUNYA
58635,926.5229999999999,353.2945175484061,211.92769914604884,1.6670521077329068,0.8001040262343524,59458,273.2332349944755,0.728204172876304,0.986158296612735,0.8583301818522414,0.7733865696261162,0.006025317942328065,0.0013296772407461876,0.5981267860780515,0.9971085194229252,BARBUNYA
68551,1025.4940000000001,355.97501291738564,245.62837029018445,1.4492422536404816,0.7237943397519206,69684,295.4350081340059,0.727810336773262,0.9837408874347052,0.819138636895215,0.8299318699724865,0.005192849308068236,0.0015196908589372104,0.6887869087960282,0.998219091981617,BARBUNYA
76502,1103.519,385.6338479486477,253.80970974538255,1.5193817775352598,0.7528759646598987,77696,312.0983365084303,0.800096218206158,0.9846324135090609,0.7894470804332397,0.8093126113504184,0.005040833546164122,0.0013339739582412023,0.6549869028908337,0.9951751647765894,BARBUNYA
91678,1214.3669999999997,435.5938923997088,268.66102743303526,1.6213512490503752,0.7871438135830052,93416,341.6548770063589,0.6846495649901049,0.9813950500984842,0.7812231074038798,0.7843426709317821,0.004751345932499714,0.0011092253470690336,0.6151934254444019,0.9974446287518598,BARBUNYA
70651,1028.338,378.2561005095492,238.69744090953304,1.5846675987318575,0.7757444631311471,71776,299.92606934890466,0.7639267332727823,0.984326237182345,0.8395690267214158,0.7929179964179665,0.005353867609935446,0.0013054507441036206,0.6287189490434822,0.9963105472579523,BARBUNYA
71260,1075.6750000000002,360.49606356018035,254.15512203030386,1.4184095944255535,0.7091924208219919,72747,301.2159523627985,0.7134847210541071,0.9795592945413557,0.7739154764986277,0.835559615791794,0.005058883855742076,0.0015210526169183826,0.6981598715421307,0.99027666023827,BARBUNYA
45653,841.132,303.46949090679607,191.93207651922143,1.58112961840646,0.7745936606880008,46601,241.0958418052754,0.7724311794663553,0.9796570889036716,0.8108693306853656,0.7944648441754649,0.006647306659075988,0.0016335190866562114,0.6311743886307457,0.9979685202436618,BARBUNYA
64778,984.1229999999999,367.3746148660396,225.33271967486442,1.6303651568939004,0.7898038311784675,65656,287.18967813773247,0.8019560507582791,0.9866272694041672,0.8405017760995825,0.7817352275209707,0.005671286777394171,0.0013064719919852754,0.6111099659472639,0.9963323955110369,BARBUNYA
71493,1036.269,386.91273176697285,235.89211565412813,1.64021052884309,0.7926493175479302,72432,301.7079958697664,0.7668125361992406,0.9870361166335322,0.8366202505533348,0.779783065012906,0.005411896713901681,0.0012343106003784993,0.6080616284809218,0.9973490852198835,BARBUNYA
70648,1017.479,367.61194624973086,245.767533696383,1.4957709861867774,0.7436658087194412,71492,299.9197015143383,0.7709970316046796,0.9881944832988306,0.8575487669775242,0.8158595077609176,0.0052034303341882415,0.001422102903926596,0.6656267364038867,0.9956251599431278,BARBUNYA
76793,1070.925,396.0083844860283,247.52926849147792,1.5998446846283243,0.7805761662849906,77758,312.6913563865291,0.8212452410488942,0.9875897013812084,0.8414210722639817,0.7896079190150612,0.005156829196489632,0.0012365409142691282,0.6234806657712956,0.9974722291027361,BARBUNYA
67792,1064.282,403.3338449977543,214.95579127948207,1.8763571923184246,0.8461482677966287,68830,293.79492033846697,0.8030990487247225,0.9849193665552811,0.7520987667275714,0.7284162338028012,0.0059495787850742604,0.0010332001178621848,0.5305902096674572,0.9955767560832741,BARBUNYA
84005,1170.688,412.47332668859906,260.47314627510315,1.5835541305780456,0.775383299829688,85663,327.0450855088291,0.7985266159695817,0.9806450859764426,0.7702517022753257,0.7928878410984745,0.004910104478169145,0.0011970644349718295,0.6286711285617997,0.9955347624091996,BARBUNYA
73412,1058.56,344.83264957912144,271.4886534575292,1.2701549224526465,0.6165630507042027,74526,305.73037379053096,0.7992596624931955,0.9850521965488555,0.8232769600372312,0.8866050652793,0.0046972245624573835,0.0017903663988058976,0.7860685417789118,0.9984288277256586,BARBUNYA
84171,1135.2199999999998,407.599906798704,263.90654039680925,1.544485809960745,0.7620954645794948,85583,327.3680584905977,0.7350472880334641,0.9835013963053411,0.8207526304745986,0.8031602878954304,0.004842521851928859,0.0012429688896366047,0.6450664480522705,0.996295975498512,BARBUNYA
67162,1026.783,367.1483308944556,233.501495555519,1.572359654575145,0.7716999275772413,68174,292.42659643661517,0.6974247144340602,0.9851556311790418,0.800527296519875,0.7964808003462754,0.005466608065490242,0.0013570596756403723,0.6343816653202435,0.9974761361517434,BARBUNYA
73187,1095.733,373.353352146559,250.67765117616875,1.4893762981853433,0.7410752387774004,74557,305.26149865407587,0.6962366102855838,0.9816247971350779,0.7660098013224876,0.817620886216782,0.005101361609938363,0.0014062864118653945,0.6685039135779158,0.9956538841270911,BARBUNYA
75562,1077.868,402.79753357433935,239.9578761108599,1.6786176811643723,0.803186051564141,76928,310.1749933171247,0.6799179369049976,0.9822431364392679,0.8173012273746583,0.7700518684032099,0.005330689150291673,0.0011562268134450956,0.5929798800312746,0.9953865111952257,BARBUNYA
68638,1006.709,326.93281795327135,269.37996024751294,1.2136493659471828,0.5666462075458533,69930,295.6224211245353,0.770347923681257,0.9815243815243815,0.851072547432002,0.9042298750405313,0.0047631460408705285,0.001964215197334702,0.8176316669158149,0.9923181541307167,BARBUNYA
90508,1206.1109999999999,414.4114538679136,278.94245104710194,1.4856521562504537,0.7395468636250342,92011,339.4677668275592,0.7104238618524333,0.9836649965764963,0.7818479027118301,0.8191563328164154,0.004578727337560366,0.0012717206320894603,0.6710170975932378,0.9968979979203149,BARBUNYA
73978,1073.69,410.00025188698515,234.57242544121365,1.7478620989479243,0.8201646822914885,76322,306.9066878391833,0.704176819981724,0.9692880165614108,0.8064076396321787,0.7485524372891869,0.005542191623009343,0.0010733718845218163,0.560330751371582,0.9793808831974007,CALI
82762,1112.693,438.525534543782,242.331721490336,1.809608464986991,0.8334428062736637,83578,324.6164678530212,0.7693923843522237,0.9902366651511163,0.8400209731007935,0.740245304508287,0.005298633848188565,0.0009814005957855527,0.5479631108465665,0.9915986838885517,CALI
